Title;Description;Show_type;runtime;Release_year;genres;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
Mutiny;Early in the War of 1812, Captain James Marshall is commissioned to run the British blockade and fetch an unofficial war loan from France. As first mate, Marshall recruits Ben Waldridge, a cashiered former British Navy captain. Waldridge brings his former gun crew...who begin plotting mutiny as soon as they learn there'll be gold aboard. The gold duly arrives, and with it Waldridge's former sweetheart Leslie, who's fond of a bit of gold herself. Which side is Waldridge really on?;MOVIE;77;1952;['action', 'history'];5.1;395;2.129;4.7
Konga;Dr.Decker comes back from Africa after a year, presumed dead. During that year, he came across a way of growing plants and animals to an enormous size. He brings back a baby chimpanzee to test out his theory. As he has many enemies at home, he decides to use his chimp, 'Konga' to 'get rid of them'. Then Konga grows to gigantic proportions and wreaks havoc all over the city of London!!;MOVIE;90;1961;['horror', 'scifi', 'fantasy', 'action', 'comedy', 'drama', 'thriller'];6.2;52;2.886;4.3
Constantine and the Cross;Constantin is fighting against Barbarians with his father when he is called to Rome. In his way to Rome, he falls in an ambush planned by Maxence, who wants to become emperor.;MOVIE;128;1961;['drama', 'romance', 'war', 'history'];5.8;489;2.184;5
RiffTrax: Dr. Who and the Daleks;The stars of MST3K parody this campy sci-fi Doctor Who classic! Doctor Who is made funny by Mike, Kevin (former Servo), and Bill (former Crow!!) This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bill from RiffTrax (former stars of Mystery Science Theater 3000).;MOVIE;79;1970;['scifi'];;;0.6;
Park Row;In New York's 1880's newspaper district a dedicated journalist manages to set up his own paper. It is an immediate success but attracts increasing opposition from one of the bigger papers and its newspaper heiress owner.;MOVIE;83;1952;['thriller', 'drama'];7.2;1818;2.43;6.7
Blue Summer;A couple of dudes pack a van full of beer and go on a road trip in search of sexual adventures. They get that and more.;MOVIE;79;1973;['drama', 'comedy'];4.5;334;1.724;4.5
Thunderbird 6;The International Rescue team is faced with one of its toughest challenges yet, as the revolutionary lighter-than-air craft Skyship One is hijacked while on her maiden voyage around the world. Against backdrops including the Statue of Liberty and the Sphinx, Lady Penelope, Parker, Alan and Tin-Tin fight the hijackers from on-board, while the rest of the team tries to stop the airship crashing.;MOVIE;89;1968;['scifi', 'action', 'drama', 'family', 'animation'];6.2;1443;1.6;5.8
Doc;A revisionist western, "Doc" is Frank Perry's attempt to accurately portray the lives and persons of Doc Holliday, Wyatt Earp, and the now-legendary events that took place in the town of Tombstone, starring Stacy Keach, Faye Dunaway and Harris Yulin.;MOVIE;96;1971;['western', 'comedy'];4.4;5;3.783;6.2
Wuthering Heights;The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the Moors and despite the continued enmity between Hindley and Heathcliff they're happy-- until Cathy meets Edgar Linton, the son of a wealthy neighbor. Written by Marg Baskin;MOVIE;104;1970;['drama', 'romance'];6.4;1924;3.039;6.6
The Screaming Skull;Newlyweds Eric and Jenni Whitlock retire to his desolate mansion, where Eric's first wife Marianne died from a mysterious freak accident. Jenni, who has a history of mental illness, begins to see strange things including a mysterious skull, which may or may not be a product of her imagination.;MOVIE;68;1958;['horror', 'thriller'];3.8;3535;3.672;3.9
Act of Vengeance;A group of women who have all been attacked by the same hockey mask wearing rapist, get no help from the police. So they band together to form a vigilante group called "The Rape Squad", and set about going after the local scum.;MOVIE;90;1974;['horror', 'crime', 'drama', 'thriller'];5.5;882;5.058;6.2
The Westerner;The Westerner is an American Western series that aired on NBC from September to December 1960. Created by Sam Peckinpah, the series was produced by Four Star Television. The Westerner stars Brian Keith as Dave Blassingame and features John Dehner as semi-regular Burgundy Smith.;SHOW;30;1960;['western', 'action', 'drama'];8.2;218;2.34;7
Black and White in Color;French colonists in Africa, several months behind in the news, find themselves at war with their German neighbors. Deciding that they must do their proper duty and fight the Germans, they promptly conscript the local native population. Issuing them boots and rifles, the French attempt to make "proper" soldiers out of the Africans. A young, idealistic French geographer seems to be the only rational person in the town, and he takes over control of the "war" after several bungles on the part of the others.;MOVIE;90;1976;['drama', 'comedy', 'european', 'war'];6.8;1574;2.316;6.4
Journey to the Center of Time;Scientists must prove their time travel experiments can produce results, so their funding won't be cut off. They push their equipment, and travel 5000 years into the future, where they encounter aliens who are looking for a planet to colonize.;MOVIE;82;1967;['scifi', 'fantasy'];3.6;764;2.015;3.4
Jack and the Beanstalk;A young boy trades the family cow for magic beans.;MOVIE;78;1952;['comedy', 'fantasy', 'romance', 'family'];5.8;3144;5.352;5.8
Twice-Told Tales;3 horror stories based on the writings of Nathaniel Hawthorne. In the 1st story titled "Dr. Heidegger's Experiment", Heidegger attempts to restore the youth of three elderly friends. In "Rappaccini's Daughter", a demented father is innoculating his daughter with poison so she may never leave her garden of poisonous plants. In the final story "The House of the Seven Gables", The Pyncheon family suffers from a hundred year old curse and while in the midst of arguing over inheritance, a stranger arrives.;MOVIE;120;1963;['horror', 'scifi', 'romance'];6.6;2965;3.712;6.4
Hollywood Without Make-Up;A collection of behind the scenes and home movies from the golden age of Hollywood.;MOVIE;50;1963;['documentation'];7.3;363;2.522;6
What Did You Do in the War, Daddy?;A by-the-book Captain is ordered to capture a strategic village in Italy. The Italian soldiers are willing to surrender, if they can have a festival first. The lieutenant convinces the Captain this is the only way. Because of aerial reconnaissance, they must look like they are fighting. To sort this out an intelligence officer is sent in. Meanwhile the festival gets complicated with the Mayors daughter.;MOVIE;116;1966;['comedy', 'war'];6.6;1970;3.623;5.9
C.H.O.M.P.S.;A young man invents a robot dog that has super strength, x-ray vision and can detect crimes being committed. A greedy businessman tries to steal the boy's invention from him.;MOVIE;89;1979;['scifi', 'comedy', 'family'];4.8;904;2.396;4.7
The Proud Rebel;Searching for a doctor who can help him get his son to speak again--the boy hadn't uttered a word since he saw his mother die in the fire that burned down the family home--a Confederate veteran finds himself facing a 30-day jail sentence when he's unfairly accused of starting a brawl in a small town. A local woman pays his fine, providing that he works it off on her ranch. He soon finds himself involved in the woman's struggle to keep her ranch from a local landowner who wants it--and whose sons were responsible for the man being framed for the fight.;MOVIE;103;1958;['western'];6.9;1768;4.757;6.1
Pajama Party;A Martian teenager sent to prepare for an invasion falls in love with an Earth girl.;MOVIE;82;1964;['romance', 'comedy', 'scifi'];4.9;1174;4.265;5.6
Gog;A mechanical brain is programmed to sabotage the government's secret lab while working on the first space station.;MOVIE;85;1954;['thriller', 'scifi', 'drama', 'horror', 'romance'];5.4;1395;3.876;5.9
Attack of the Giant Leeches;A backwoods game warden and a local doctor discover that giant leeches are responsible for disappearances and deaths in a local swamp, but the local police don't believe them.;MOVIE;62;1959;['horror', 'scifi'];3.7;4354;4.15;4.1
Concrete Cowboys;Two Montana saddletramps head to Nashville to open up a detective agency. At first, the agency begins on a lark, but soon they get involved in a case involving a kidnapped singer.;MOVIE;90;1979;['action', 'comedy', 'thriller'];5.9;28;1.627;5.2
I Walk the Line;Henry Tawes, a middle-aged sheriff in a rural Tennessee town, is usually the first man to criticize others for their bad behavior. Miserable in his marriage, Henry falls in love with teenage seductress Alma, who is the daughter of local criminal and moonshiner Carl McCain. Henry's moral character comes further into question when he is tempted to conceal Carl's crimes in order to prolong his relationship with Alma.;MOVIE;97;1970;['drama', 'action'];5.1;12;3.508;5.8
The Deadly Companions;Ex-army officer accidentally kills a woman's son, tries to make up for it by escorting the funeral procession through dangerous Indian territory.;MOVIE;93;1961;['western'];6.1;2395;4.044;5.6
Joni;Based on Joni Eareckson's autobiography. She becomes paralyzed after breaking her neck in a swimming accident at age 17. Trying to cope with her new life, she learns to paint using her mouth.;MOVIE;112;1979;['drama'];6.6;296;1.634;6.1
Muscle Beach Party;Local beach-goers find that their beach has been taken over by a businessman training a stable of body builders.;MOVIE;94;1964;['music', 'comedy'];5.1;1606;2.73;5.7
Clan of the White Lotus;Shaolin practitioners and brothers Wu and Hung kill the merciless Pai Mei. However, Pai Mei's even more merciless brother White Lotus takes revenge, killing most of the Shaolin disciples, including Wu and Hung's girlfriend, leaving only Wu's pregnant wife and Hung as the only remaining practitioners of Shaolin left to avenge the deaths. But Hung's kung-fu will not be powerful enough so he must learn feminine kung-fu techniques to help him try and defeat White Lotus.;MOVIE;95;1980;['action', 'drama'];7.1;1698;3.846;6.4
Joyride;Scott, John and Suzie quit their boring jobs and depart L.A. for Alaska to pursue their dream of their own salmon fishing business. They soon find that life in Alaska is more difficult than expected as they are forced to abandon their plans and make desperate choices just to survive.;MOVIE;92;1977;['drama', 'comedy', 'crime', 'romance'];5.5;374;1.201;5
Watch Out, We're Mad;After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.;MOVIE;101;1974;['comedy', 'action', 'european'];7.3;12259;14.474;7.5
Signs of Life;During World War II, three German soldiers are withdrawn from combat when one of them, Stroszek, is wounded. They are assigned to a small coastal community on the Greek island of Kos while Stroszek recuperates. The men become increasingly stir crazy in their uneventful new assignment. Stroszek eventually goes mad.;MOVIE;91;1968;['drama', 'european'];7.1;2199;1.613;6.4
